date,origin_country,origin_port,destination_port,cargo_type,cargo_quantity_mt,vessel_type,vessel_capacity_mt,distance_nm,voyage_days,bunker_price_usd_ton,port_congestion,weather_risk,port_waiting_hours,vessel_availability,procurement_price_usd_mt,freight_rate_usd_mt,charter_cost_usd,freight_demand
2023-01-15,Canada,Quebec,Chennai,Iron Ore,277332,VLOC,330134,10953,37.1,797.26,0.653,0.603,75.5,34,82.3,49.43,13708520.76,112.3
2023-01-15,Indonesia,Taboneo,Visakhapatnam,Iron Ore Pellets,133669,Handysize,36151,3036,11.4,594.18,0.702,0.43,69.5,13,101.36,32.31,4318845.39,59.12
2023-01-15,Vietnam,Vung Tau,Chennai,Corn,86929,Small Handy,27622,2871,11.8,648.13,0.891,0.299,67.1,1,248.92,34.24,2976448.96,39.92
2023-01-15,Australia,Port Hedland,Dhamra,Rock Phosphate,110047,Handymax,47196,4405,17.0,747.05,0.296,0.069,42.5,4,129.37,31.4,3455475.8,62.89
2023-01-15,Mozambique,Maputo,Dhamra,Wheat,222568,Capesize,151054,4636,16.0,754.91,0.0,0.688,4.0,1,254.62,30.61,6812806.48,80.89
2023-01-15,Australia,Gladstone,Visakhapatnam,Coking Coal,128398,Panamax,71874,4185,15.3,517.83,0.584,0.132,49.0,30,122.26,32.42,4162663.16,81.71
2023-01-15,Colombia,Puerto Bolivar,Kakinada,Sugar,260431,Kamsarmax,76569,9292,37.9,453.88,0.488,0.621,45.7,3,493.64,40.89,10649023.59,86.12
2023-01-15,Colombia,Puerto Bolivar,Visakhapatnam,Nickel Ore,271585,Handysize,36588,9170,38.1,483.56,0.386,0.55,26.4,35,72.41,39.86,10825378.1,120.83
2023-01-16,Australia,Dalrymple Bay,Kakinada,Rock Phosphate,219239,Ultramax,62098,4183,15.0,696.67,0.341,0.569,24.4,39,151.95,33.41,7324774.99,111.43
2023-01-16,USA,Hampton Roads,Krishnapatnam,Rock Phosphate,108737,Post-Panamax,91492,9956,33.8,587.93,0.315,0.628,22.8,37,156.26,41.28,4488663.36,73.04
2023-01-16,Colombia,Cartagena,Gangavaram,Manganese Ore,272371,Kamsarmax,78647,9446,36.7,554.61,0.392,0.488,38.7,34,209.74,39.35,10717798.85,114.07
2023-01-16,Australia,Port Hedland,Visakhapatnam,Bauxite,284873,Ultramax,69624,4440,18.3,708.89,0.445,0.376,41.7,23,63.24,31.92,9093146.16,119.92
2023-01-16,Australia,Port Kembla,Dhamra,Petcoke,144717,Ultramax,66499,4073,15.5,686.21,0.198,0.519,13.1,3,98.62,30.93,4476096.81,53.4
2023-01-16,South Africa,Saldanha Bay,Kamarajar,Iron Ore Pellets,260286,Handymax,50813,5779,22.2,753.73,0.284,0.338,36.7,5,105.62,32.88,8558203.68,84.86
2023-01-16,Mozambique,Maputo,Paradip,Iron Ore,124120,Kamsarmax,76601,5103,17.9,584.48,0.47,0.584,40.5,40,136.36,32.94,4088512.8,79.42
2023-01-16,Colombia,Cartagena,Kakinada,Sugar,239815,Handysize,35807,9479,39.1,598.61,0.421,0.622,28.6,10,462.35,42.57,10208924.55,85.13
2023-01-16,Russia,Nakhodka,Gangavaram,Alumina,89415,Post-Panamax,88021,3559,14.5,516.58,0.436,0.586,36.5,19,250.21,30.69,2744146.35,55.77
2023-01-16,Australia,Port Kembla,Krishnapatnam,Nickel Ore,166630,Capesize,129648,4552,17.0,641.52,0.112,0.611,13.1,40,59.03,32.52,5418807.6,97.25
2023-01-16,Australia,Gladstone,Krishnapatnam,Soybean,291462,VLOC,338837,4418,16.0,523.03,0.114,0.498,10.6,24,417.56,29.87,8705969.94,130.13
2023-01-16,Australia,Port Kembla,Dhamra,Gypsum,115680,Small Handy,15850,4051,16.6,622.9,0.181,0.26,20.2,23,41.16,30.69,3550219.2,74.25
2023-01-16,Vietnam,Vung Tau,Paradip,Petcoke,135476,Supramax,61621,2416,10.0,645.54,0.47,0.583,56.5,29,91.13,28.31,3835325.56,81.11
2023-01-16,Colombia,Cartagena,Paradip,Iron Ore Pellets,55614,Kamsarmax,78789,8921,37.0,572.86,0.389,0.58,24.8,7,115.89,38.81,2158379.34,34.23
2023-01-16,Canada,Prince Rupert,Gangavaram,Nickel Ore,244744,Handymax,55872,9501,37.9,545.75,0.257,0.302,26.5,36,56.61,41.14,10068768.16,118.69
2023-01-16,USA,Houston,Gangavaram,Sugar,102531,Supramax,55756,9271,32.3,513.5,0.567,0.568,52.2,18,439.48,39.52,4052025.12,62.67
2023-01-16,Brazil,Santos,Visakhapatnam,Wheat,297156,Capesize,125492,8388,32.0,604.33,0.512,0.727,37.5,13,193.87,39.75,11811951.0,106.02
2023-01-16,USA,Hampton Roads,Visakhapatnam,Nickel Ore,118878,Handymax,54387,9846,36.0,453.52,0.543,0.315,73.3,33,57.26,40.84,4854977.52,77.16
2023-01-17,USA,Hampton Roads,Chennai,Fertilizer,83183,Capesize,154451,9859,33.7,498.51,0.2,0.6,24.7,1,275.45,37.6,3127680.8,35.89
2023-01-17,Vietnam,Vung Tau,Krishnapatnam,Soybean,283790,Ultramax,65746,2682,9.6,470.74,0.379,0.741,40.5,19,368.78,27.64,7843955.6,104.49
2023-01-17,Brazil,Tubarão,Kamarajar,Sugar,214787,Small Handy,23270,8891,37.9,660.59,0.551,0.581,57.6,23,482.51,42.55,9139186.85,84.55
2023-01-17,Brazil,Itaguai,Visakhapatnam,Corn,101127,Handysize,36552,8406,30.4,742.22,0.436,0.178,41.6,38,257.05,40.28,4073395.56,60.62
2023-01-17,USA,New Orleans,Chennai,Iron Ore,89021,Newcastlemax,184543,9619,33.0,739.29,0.59,0.302,52.0,20,96.94,42.65,3796745.65,51.78
2023-01-17,South Africa,Richards Bay,Kakinada,Iron Ore Pellets,289915,Post-Panamax,87413,5072,20.9,768.64,0.593,0.749,36.3,28,138.55,34.57,10022361.55,113.71
2023-01-17,South Africa,Durban,Kakinada,Gypsum,155839,Handymax,43211,5353,20.6,464.8,0.216,0.118,40.4,6,34.56,29.05,4527122.95,74.62
2023-01-17,South Africa,Richards Bay,Krishnapatnam,Coking Coal,58527,VLOC,266202,5314,17.7,680.1,0.294,0.695,15.1,29,189.76,32.44,1898615.88,73.44
2023-01-17,Brazil,Itaguai,Kakinada,Coking Coal,204550,Post-Panamax,98128,8621,29.0,588.61,0.393,0.726,35.4,7,126.48,39.54,8087907.0,77.2
2023-01-17,Australia,Newcastle,Kamarajar,Corn,31694,Small Handy,24468,4636,19.0,565.07,0.338,0.089,36.9,11,236.52,30.78,975541.32,40.47
2023-01-17,Indonesia,Balikpapan,Chennai,Nickel Ore,243365,Handymax,45201,3355,12.3,504.22,0.703,0.081,69.5,10,45.32,30.41,7400729.65,90.19
2023-01-17,South Africa,Saldanha Bay,Visakhapatnam,Soybean,276283,Newcastlemax,184033,5308,17.4,692.68,0.528,0.291,55.5,16,434.97,35.73,9871591.59,105.21
2023-01-17,Brazil,Santos,Dhamra,Limestone,32463,Handymax,54160,8508,30.8,797.92,0.346,0.178,25.7,3,37.94,39.78,1291378.14,26.04
2023-01-18,USA,Houston,Paradip,Limestone,119790,Supramax,62938,9101,37.9,724.51,0.308,0.312,29.6,7,47.84,41.54,4976076.6,55.65
2023-01-18,Colombia,Cartagena,Paradip,Petcoke,62445,Supramax,55297,9062,33.7,636.14,0.221,0.247,42.5,28,94.97,38.38,2396639.1,63.65
2023-01-18,Mozambique,Maputo,Visakhapatnam,Soybean,79477,Ultramax,65834,4915,17.4,704.72,0.442,0.311,24.3,2,358.06,34.09,2709370.93,41.61
2023-01-18,South Africa,Richards Bay,Kamarajar,Limestone,194309,VLOC,265599,5607,20.7,541.53,0.794,0.251,43.0,31,31.88,37.78,7340994.02,83.8
2023-01-18,Australia,Newcastle,Krishnapatnam,Corn,208728,Small Handy,11153,4487,18.0,786.93,0.477,0.589,53.4,22,177.86,33.43,6977777.04,94.45
2023-01-18,Australia,Port Kembla,Krishnapatnam,Gypsum,194001,Supramax,50619,4523,15.3,450.53,0.294,0.081,4.0,29,29.1,28.75,5577528.75,98.56
2023-01-19,Indonesia,Tanjung Bara,Kamarajar,Manganese Ore,207330,Small Handy,19671,3314,14.2,478.4,0.633,0.634,54.3,21,136.26,29.9,6199167.0,99.71
2023-01-19,Vietnam,Cam Pha,Paradip,Sugar,251216,Small Handy,14517,2064,8.7,587.99,0.523,0.527,61.3,36,597.74,28.51,7162168.16,112.17
2023-01-19,USA,Hampton Roads,Chennai,Wheat,221634,Newcastlemax,193023,9983,34.4,575.95,0.628,0.629,51.0,3,203.42,41.92,9290897.28,72.81
2023-01-19,Colombia,Puerto Bolivar,Gangavaram,Soybean,16831,Panamax,84035,8926,30.9,726.09,0.483,0.61,37.3,7,435.82,41.98,706565.38,29.91
2023-01-19,Colombia,Cartagena,Dhamra,Corn,44308,Ultramax,65342,9151,33.8,655.55,0.376,0.575,43.9,31,192.4,42.63,1888850.04,62.64
2023-01-19,Russia,Nakhodka,Dhamra,Bauxite,192741,Panamax,83849,3418,11.6,645.31,0.332,0.364,37.4,28,55.24,27.97,5390965.77,96.87
2023-01-19,Indonesia,Taboneo,Kamarajar,Rock Phosphate,139862,Ultramax,63939,3285,11.8,643.27,0.558,0.231,73.2,8,131.6,29.11,4071382.82,70.7
2023-01-19,Australia,Dalrymple Bay,Chennai,Manganese Ore,28016,Newcastlemax,191467,4453,15.9,537.3,0.475,0.186,58.1,6,134.87,29.47,825631.52,36.01
2023-01-19,Canada,Prince Rupert,Chennai,Petcoke,35926,Panamax,71740,10030,39.2,497.99,0.589,0.461,41.3,38,109.48,40.84,1467217.84,48.89
2023-01-19,USA,Hampton Roads,Gangavaram,Alumina,60623,Capesize,175618,9513,31.3,454.37,0.452,0.254,45.7,15,328.6,40.9,2479480.7,52.15
2023-01-19,Canada,Prince Rupert,Krishnapatnam,Limestone,50223,Capesize,168972,10005,34.1,796.97,0.383,0.287,36.0,15,26.78,39.72,1994857.56,49.7
2023-01-19,South Africa,Richards Bay,Dhamra,Iron Ore,76607,Capesize,136922,5067,19.1,492.88,0.484,0.161,48.4,26,91.51,30.16,2310467.12,68.4
2023-01-19,Brazil,Itaguai,Dhamra,Corn,261536,Handymax,51736,8537,30.9,560.11,0.212,0.128,8.1,12,196.52,36.05,9428372.8,97.93
2023-01-19,Canada,Vancouver,Dhamra,Bauxite,249850,Post-Panamax,86484,9814,36.1,576.3,0.206,0.255,27.6,8,55.3,35.37,8837194.5,92.12
2023-01-19,USA,Houston,Visakhapatnam,Soybean,263633,Small Handy,12029,9351,41.2,540.06,0.572,0.401,64.1,14,481.97,45.09,11887211.97,94.61
2023-01-19,Australia,Newcastle,Chennai,Nickel Ore,202635,Ultramax,67776,4571,17.0,479.23,0.598,0.243,60.8,23,86.88,31.55,6393134.25,91.65
2023-01-19,Brazil,Itaguai,Dhamra,Nickel Ore,253756,Handysize,35758,8362,32.9,551.79,0.398,0.361,43.1,18,76.41,38.6,9794981.6,94.9
2023-01-20,South Africa,Durban,Visakhapatnam,Fertilizer,245996,Handysize,21829,5294,20.1,654.27,0.498,0.35,35.2,18,308.69,35.73,8789437.08,86.08
2023-01-20,Australia,Port Hedland,Gangavaram,Bauxite,279379,VLOC,211198,4496,16.8,471.9,0.149,0.121,8.1,26,67.37,25.12,7018000.48,126.44
2023-01-20,USA,Hampton Roads,Kamarajar,Soybean,138623,Kamsarmax,81002,10137,37.0,600.76,0.58,0.509,46.8,34,419.02,47.15,6536074.45,78.15
2023-01-20,Brazil,Itaguai,Visakhapatnam,Corn,173976,Panamax,73747,8451,34.8,572.18,0.386,0.085,31.8,13,213.07,36.47,6344904.72,81.93
2023-01-20,Colombia,Puerto Bolivar,Paradip,Wheat,228919,Handymax,41052,8885,34.3,794.88,0.584,0.366,78.0,34,276.83,47.06,10772928.14,97.56
2023-01-20,Mozambique,Beira,Kakinada,Sugar,299253,Post-Panamax,87329,4844,17.0,772.57,0.3,0.332,4.6,10,378.67,29.64,8869858.92,99.72
2023-01-21,Vietnam,Vung Tau,Dhamra,Iron Ore,22754,Handysize,33690,2168,8.7,487.78,0.478,0.648,47.6,6,91.16,27.02,614813.08,37.87
2023-01-21,Australia,Hay Point,Kakinada,Bauxite,211368,Panamax,69813,4213,17.1,675.48,0.373,0.668,13.0,23,55.33,32.67,6905392.56,88.26
2023-01-21,Indonesia,Taboneo,Visakhapatnam,Petcoke,239484,Small Handy,20902,2934,11.6,671.99,0.63,0.697,69.0,15,130.89,33.22,7955658.48,94.08
2023-01-21,Australia,Dalrymple Bay,Kamarajar,Limestone,146207,Ultramax,60470,4423,17.5,610.72,0.449,0.334,50.3,4,33.94,32.6,4766348.2,58.46
2023-01-21,Indonesia,Balikpapan,Kamarajar,Iron Ore,155262,Post-Panamax,88927,3316,11.6,518.63,0.587,0.495,59.8,19,111.16,31.26,4853490.12,69.69
2023-01-21,Brazil,Tubarão,Chennai,Nickel Ore,149179,Ultramax,68538,8911,32.3,602.27,0.765,0.164,65.1,36,83.77,40.27,6007438.33,87.26
2023-01-21,Australia,Port Hedland,Visakhapatnam,Fertilizer,206879,Newcastlemax,198659,4306,15.1,614.56,0.117,0.114,24.9,15,196.46,28.8,5958115.2,90.87
2023-01-21,Australia,Hay Point,Chennai,Soybean,271000,Panamax,76594,4407,15.1,652.81,0.622,0.593,71.3,4,362.68,37.09,10051390.0,85.2
2023-01-21,Brazil,Santos,Krishnapatnam,Iron Ore Pellets,280382,VLOC,340254,8632,29.7,707.18,0.645,0.214,37.2,25,127.25,42.5,11916235.0,113.9
2023-01-21,Indonesia,Balikpapan,Kakinada,Manganese Ore,140283,Capesize,143127,3171,10.9,491.3,0.25,0.662,20.0,16,123.56,28.69,4024719.27,73.74
2023-01-21,Australia,Port Kembla,Kamarajar,Fertilizer,40714,Handysize,21342,4507,16.5,762.33,0.628,0.35,74.5,10,256.46,36.91,1502753.74,35.21
2023-01-21,South Africa,Saldanha Bay,Kamarajar,Corn,21988,Supramax,54758,5711,21.2,767.51,0.723,0.3,105.3,19,244.9,37.9,833345.2,41.77
2023-01-21,Vietnam,Vung Tau,Kamarajar,Manganese Ore,179870,Newcastlemax,206673,2933,10.3,774.22,0.573,0.448,63.9,37,219.2,32.65,5872755.5,101.21
2023-01-21,Indonesia,Taboneo,Chennai,Bauxite,138958,VLOC,254057,3173,12.7,535.37,0.644,0.556,68.7,31,40.4,29.61,4114546.38,92.7
2023-01-21,Australia,Gladstone,Kakinada,Iron Ore Pellets,99987,Panamax,84040,4038,15.4,762.69,0.383,0.608,31.5,38,110.2,32.63,3262575.81,73.24
2023-01-21,South Africa,Richards Bay,Gangavaram,Thermal Coal,179627,Post-Panamax,85477,5231,20.3,591.52,0.353,0.16,21.4,7,96.76,33.4,5999541.8,73.76
2023-01-22,Russia,Vostochny,Dhamra,Bauxite,136493,Ultramax,64991,3651,14.9,741.19,0.094,0.139,21.0,1,64.38,30.01,4096154.93,59.54
2023-01-22,Mozambique,Beira,Kamarajar,Gypsum,298075,Supramax,50374,5025,17.4,748.11,0.39,0.516,63.2,5,30.26,36.92,11004929.0,103.97
2023-01-22,Brazil,Tubarão,Gangavaram,Nickel Ore,43835,Handymax,58852,8575,33.3,660.7,0.55,0.286,53.9,15,83.14,40.79,1788029.65,37.65
2023-01-22,Indonesia,Balikpapan,Visakhapatnam,Nickel Ore,108866,Handysize,36386,3103,12.7,465.39,0.471,0.657,64.7,36,61.08,28.58,3111390.28,81.57
2023-01-22,Vietnam,Cam Pha,Chennai,Rock Phosphate,202042,Post-Panamax,86134,2763,11.0,742.01,0.65,0.591,45.4,32,159.64,34.92,7055306.64,95.09
2023-01-22,Vietnam,Vung Tau,Kakinada,Corn,228654,Handysize,27889,2529,10.0,677.73,0.383,0.219,44.5,29,193.68,30.57,6989952.78,108.1
2023-01-22,Australia,Hay Point,Paradip,Alumina,28320,Small Handy,13148,4123,16.2,762.48,0.533,0.251,70.5,15,208.88,35.46,1004227.2,37.67
2023-01-22,Indonesia,Balikpapan,Dhamra,Soybean,219128,Ultramax,65135,2734,10.4,487.24,0.567,0.098,41.7,17,388.04,27.52,6030402.56,95.88
2023-01-22,USA,Hampton Roads,Kakinada,Coking Coal,231166,Kamsarmax,79176,9737,34.7,630.39,0.388,0.446,19.3,37,157.02,39.27,9077888.82,108.84
2023-01-22,USA,New Orleans,Krishnapatnam,Wheat,69091,Supramax,56871,9617,37.6,729.53,0.393,0.688,33.7,15,232.2,45.01,3109785.91,48.91
2023-01-23,Indonesia,Tanjung Bara,Krishnapatnam,Iron Ore,122883,Kamsarmax,82260,2950,10.2,549.13,0.534,0.391,59.2,30,89.29,31.78,3905221.74,85.24
2023-01-23,Colombia,Cartagena,Kamarajar,Fertilizer,260999,Handymax,50155,9724,38.6,637.71,0.701,0.359,66.1,12,336.2,42.6,11118557.4,97.7
2023-01-23,Indonesia,Taboneo,Kamarajar,Alumina,63437,Ultramax,60467,3209,11.8,545.14,0.45,0.115,33.8,5,276.09,30.79,1953225.23,51.66
2023-01-23,USA,Houston,Paradip,Manganese Ore,32592,VLOC,286540,9135,33.5,656.93,0.374,0.143,44.4,8,194.8,39.68,1293250.56,36.77
2023-01-23,Australia,Dalrymple Bay,Kakinada,Bauxite,277959,Post-Panamax,87689,4464,16.2,779.87,0.562,0.504,65.9,27,54.77,35.52,9873103.68,109.07
2023-01-23,Mozambique,Beira,Gangavaram,Gypsum,19324,Handysize,29137,4534,16.5,533.25,0.454,0.562,32.2,6,29.39,31.47,608126.28,27.62
2023-01-23,Canada,Quebec,Kakinada,Sugar,291744,Post-Panamax,98716,10887,44.5,632.65,0.59,0.382,56.5,14,508.63,43.28,12626680.32,101.55
2023-01-23,Canada,Quebec,Dhamra,Coking Coal,272437,Kamsarmax,76481,10440,44.2,779.17,0.337,0.675,24.3,3,128.52,45.46,12384986.02,89.43
2023-01-23,Colombia,Cartagena,Paradip,Alumina,23469,Capesize,128476,8991,28.5,690.07,0.405,0.709,49.9,34,249.77,42.46,996493.74,44.2
2023-01-23,South Africa,Richards Bay,Kakinada,Corn,209601,Handysize,38576,5395,21.6,673.1,0.404,0.594,18.0,8,233.3,32.05,6717712.05,73.09
2023-01-23,Brazil,Tubarão,Visakhapatnam,Corn,116763,Handymax,46172,8978,37.4,767.58,0.535,0.726,60.3,35,259.24,43.44,5072184.72,74.41
2023-01-23,Mozambique,Maputo,Kakinada,Gypsum,185392,Handymax,58174,5120,21.2,594.82,0.465,0.483,32.5,5,33.8,30.69,5689680.48,71.52
2023-01-23,Indonesia,Balikpapan,Kamarajar,Rock Phosphate,118084,Capesize,156672,3297,11.7,684.92,0.778,0.351,61.6,14,137.31,32.21,3803485.64,61.2
2023-01-23,South Africa,Saldanha Bay,Paradip,Rock Phosphate,31391,Newcastlemax,194065,5316,20.3,596.29,0.443,0.724,42.1,7,161.83,32.5,1020207.5,31.15
2023-01-24,USA,Hampton Roads,Gangavaram,Coking Coal,19862,Newcastlemax,195342,9491,33.3,533.65,0.5,0.634,45.9,3,149.4,38.1,756742.2,28.76
2023-01-24,Brazil,Santos,Gangavaram,Rock Phosphate,77411,Capesize,146927,8739,29.5,648.48,0.319,0.512,30.9,19,132.69,40.3,3119663.3,62.42
2023-01-24,South Africa,Saldanha Bay,Kakinada,Bauxite,116599,Kamsarmax,77121,5685,22.2,561.65,0.457,0.656,50.1,3,63.29,37.92,4421434.08,52.53
2023-01-24,Canada,Vancouver,Kamarajar,Coking Coal,55720,VLOC,361574,10369,37.4,608.22,0.542,0.36,35.5,1,148.46,40.08,2233257.6,34.41
2023-01-24,South Africa,Saldanha Bay,Chennai,Soybean,87598,Handymax,53450,5943,22.8,798.2,0.501,0.503,66.9,9,357.5,37.37,3273537.26,45.18
2023-01-24,Canada,Quebec,Chennai,Iron Ore,148024,Panamax,79063,10889,36.4,571.39,0.674,0.445,91.6,8,117.76,43.96,6507135.04,60.79
2023-01-25,Brazil,Itaguai,Gangavaram,Nickel Ore,180635,VLOC,252707,8679,35.8,618.73,0.436,0.26,36.1,33,77.74,38.68,6986961.8,92.33
2023-01-25,Colombia,Cartagena,Krishnapatnam,Fertilizer,190086,Panamax,84597,9485,37.9,628.27,0.229,0.711,32.3,5,289.13,39.87,7578728.82,73.19
2023-01-25,USA,New Orleans,Kakinada,Rock Phosphate,116280,Capesize,163851,9147,30.0,729.27,0.349,0.688,29.4,39,152.52,42.52,4944225.6,81.34
2023-01-25,USA,New Orleans,Visakhapatnam,Wheat,35386,Ultramax,62818,9090,33.6,562.41,0.467,0.144,60.4,34,217.32,38.42,1359530.12,56.76
2023-01-25,Mozambique,Beira,Gangavaram,Iron Ore,299406,Panamax,81181,4845,18.6,765.65,0.101,0.125,4.0,38,136.4,30.06,9000144.36,131.41
2023-01-25,Vietnam,Vung Tau,Gangavaram,Fertilizer,64613,Kamsarmax,75590,2396,8.9,689.34,0.472,0.196,46.4,19,324.45,30.46,1968111.98,59.79
2023-01-25,Canada,Prince Rupert,Kamarajar,Manganese Ore,151271,Small Handy,13905,10136,41.3,580.51,0.59,0.109,57.2,8,197.06,43.67,6606004.57,63.79
2023-01-25,Vietnam,Vung Tau,Dhamra,Nickel Ore,151486,Supramax,56874,2395,8.3,468.17,0.093,0.27,4.0,12,83.37,24.06,3644753.16,73.75
2023-01-25,Vietnam,Cam Pha,Chennai,Corn,228896,Ultramax,69724,2753,11.5,457.79,0.659,0.232,78.0,36,275.15,29.2,6683763.2,108.91
2023-01-25,Australia,Hay Point,Kamarajar,Thermal Coal,258481,Kamsarmax,82373,4488,18.5,676.8,0.563,0.192,51.3,7,79.13,32.76,8467837.56,94.57
2023-01-25,Vietnam,Vung Tau,Paradip,Iron Ore Pellets,274201,Handymax,54423,2319,8.8,747.53,0.574,0.411,30.5,24,143.07,28.74,7880536.74,105.37
2023-01-25,Indonesia,Tanjung Bara,Paradip,Petcoke,140877,Post-Panamax,93375,2721,11.2,577.55,0.268,0.435,39.7,6,95.61,26.96,3798043.92,69.98
2023-01-25,Colombia,Puerto Bolivar,Gangavaram,Fertilizer,55731,Handymax,59680,9288,35.6,690.81,0.363,0.058,43.1,40,185.67,40.24,2242615.44,66.16
2023-01-25,Brazil,Santos,Kamarajar,Nickel Ore,125549,Supramax,51166,8563,30.9,765.96,0.726,0.056,65.1,7,70.84,45.3,5687369.7,54.2
2023-01-25,Australia,Port Hedland,Kamarajar,Thermal Coal,129464,Supramax,53585,4864,18.1,731.53,0.311,0.053,24.6,11,80.89,31.96,4137669.44,73.4
2023-01-26,Australia,Port Kembla,Gangavaram,Sugar,292426,Ultramax,61756,4088,13.7,716.21,0.496,0.223,37.8,25,387.13,31.55,9226040.3,114.93
2023-01-26,Brazil,Santos,Krishnapatnam,Petcoke,255839,Supramax,55645,8854,34.2,755.19,0.315,0.105,19.2,7,118.48,38.68,9895852.52,96.32
2023-01-26,Indonesia,Balikpapan,Visakhapatnam,Soybean,165669,VLOC,331174,3015,11.5,491.31,0.393,0.608,36.2,27,422.13,25.27,4186455.63,90.0
2023-01-26,Australia,Port Kembla,Gangavaram,Iron Ore Pellets,204969,Small Handy,17385,4255,16.1,795.78,0.472,0.606,20.6,20,136.52,33.57,6880809.33,97.18
2023-01-26,Colombia,Cartagena,Gangavaram,Gypsum,185932,Supramax,55366,9408,38.0,587.89,0.355,0.318,25.3,15,21.08,39.91,7420546.12,80.25
2023-01-26,Russia,Vostochny,Visakhapatnam,Corn,17560,Capesize,172056,3743,13.8,643.77,0.239,0.191,24.5,34,214.12,28.39,498528.4,53.82
2023-01-26,Mozambique,Maputo,Kamarajar,Fertilizer,144251,Handymax,51987,5329,20.2,798.66,0.44,0.405,60.6,39,288.72,40.08,5781580.08,87.58
2023-01-26,Indonesia,Taboneo,Krishnapatnam,Soybean,209714,VLOC,306818,3190,11.1,568.83,0.404,0.116,34.8,6,472.07,30.27,6348042.78,77.59
2023-01-26,Russia,Nakhodka,Dhamra,Iron Ore Pellets,229743,VLOC,378172,3542,12.2,596.14,0.147,0.617,30.2,8,112.72,29.3,6731469.9,88.08
2023-01-26,Colombia,Puerto Bolivar,Kakinada,Sugar,283954,Handysize,23754,9199,36.1,673.68,0.186,0.458,38.5,4,500.89,38.73,10997538.42,97.56
2023-01-26,Australia,Hay Point,Chennai,Nickel Ore,296302,Small Handy,12070,4573,17.9,494.92,0.647,0.636,74.4,15,48.47,36.08,10690576.16,110.17
2023-01-26,Australia,Port Kembla,Paradip,Petcoke,128181,Capesize,124510,4044,13.8,480.7,0.523,0.576,49.1,33,119.72,29.5,3781339.5,84.5
2023-01-26,Indonesia,Tanjung Bara,Gangavaram,Soybean,63246,VLOC,310720,2867,10.9,615.02,0.236,0.347,17.4,37,416.74,25.08,1586209.68,78.47
2023-01-27,Canada,Prince Rupert,Gangavaram,Manganese Ore,183124,Ultramax,65573,10005,40.2,708.06,0.328,0.47,22.8,36,200.07,41.35,7572177.4,92.46
2023-01-27,USA,Houston,Visakhapatnam,Nickel Ore,76164,Handysize,35044,9161,35.4,491.96,0.436,0.478,45.7,6,47.49,39.35,2997053.4,44.0
2023-01-27,Canada,Vancouver,Gangavaram,Corn,289686,Post-Panamax,89559,9869,37.4,554.24,0.382,0.169,39.2,16,225.7,37.91,10981996.26,111.18
2023-01-27,USA,Hampton Roads,Dhamra,Corn,84003,Capesize,141665,9345,29.3,476.24,0.341,0.714,33.6,35,266.72,37.1,3116511.3,64.93
2023-01-27,Russia,Nakhodka,Krishnapatnam,Iron Ore Pellets,104548,Handysize,30225,3841,15.2,687.47,0.624,0.517,59.2,31,155.86,34.36,3592269.28,73.37
2023-01-27,South Africa,Richards Bay,Krishnapatnam,Limestone,26248,Handymax,49367,5474,22.5,758.74,0.312,0.343,51.1,23,45.95,36.59,960414.32,43.33
2023-01-27,USA,New Orleans,Paradip,Sugar,159221,VLOC,200029,8860,30.8,606.51,0.484,0.652,31.8,7,515.79,40.68,6477110.28,61.61
2023-01-27,Australia,Newcastle,Kakinada,Fertilizer,121053,Capesize,167344,4411,14.8,704.99,0.517,0.259,56.0,40,192.68,30.34,3672748.02,82.87
2023-01-27,USA,Houston,Chennai,Sugar,15377,Handymax,52150,9716,38.3,647.18,0.621,0.165,61.0,15,537.64,41.7,641220.9,35.71
2023-01-27,Mozambique,Beira,Gangavaram,Bauxite,169876,Small Handy,24851,4780,20.3,641.54,0.41,0.748,35.3,25,43.55,33.71,5726519.96,81.63
2023-01-27,Indonesia,Taboneo,Chennai,Nickel Ore,153699,Kamsarmax,78002,3307,13.4,711.76,0.572,0.487,52.4,3,58.05,31.43,4830759.57,68.75
2023-01-27,Vietnam,Cam Pha,Kakinada,Soybean,52697,Capesize,164338,2420,8.1,717.15,0.277,0.419,35.8,26,484.36,25.72,1355366.84,55.38
2023-01-27,Canada,Prince Rupert,Kamarajar,Sugar,135846,Kamsarmax,77594,10034,36.7,726.63,0.583,0.652,52.0,12,572.09,44.78,6083183.88,55.27
2023-01-28,South Africa,Durban,Kamarajar,Bauxite,148910,Kamsarmax,75561,5814,22.7,536.26,0.743,0.182,73.3,16,63.67,32.57,4849998.7,76.7
2023-01-28,Brazil,Itaguai,Kakinada,Nickel Ore,238152,Capesize,176167,8609,31.4,502.79,0.432,0.601,24.4,12,80.29,37.83,9009290.16,91.56
2023-01-28,Colombia,Cartagena,Dhamra,Limestone,214158,VLOC,330060,9318,36.3,467.13,0.25,0.551,4.0,31,37.47,39.45,8448533.1,92.75
2023-01-28,Canada,Prince Rupert,Visakhapatnam,Petcoke,246621,Small Handy,27996,9693,40.0,635.72,0.296,0.153,17.6,21,92.77,40.62,10017745.02,91.35
2023-01-28,Vietnam,Vung Tau,Paradip,Bauxite,92164,Supramax,52803,2278,7.9,466.55,0.577,0.283,66.5,28,42.09,26.16,2411010.24,75.52
